Area,Perimeter,MajorAxisLength,MinorAxisLength,roundnes,Class
58822,942.558,368.175037967682,206.618773063036,0.832019458144714,CALI
58877,964.919,376.850338385294,202.268878844579,0.794646218144094,CALI
58961,936.527,363.145455951425,208.209947232869,0.844761474557943,CALI
59039,930.334,349.794167257881,217.033886258044,0.857178108162649,CALI
59041,931.502,359.779230836407,211.323549497609,0.855058808569328,CALI
59183,934.857,353.577349087887,214.671301806629,0.850974352963791,CALI
59208,958.477,371.691150747753,203.749370831631,0.809891542122256,CALI
59338,940.712,352.182975513178,215.783678625994,0.842615415420496,CALI
59344,944.279,355.424782472886,214.731127160188,0.836346063535596,CALI
59387,930.813,361.386465697427,210.664256910389,0.861343480136221,CALI
31519,676.641,255.073562144724,157.802739955413,0.865098731000994,SIRA
31751,671.914,244.102718983492,168.522491135482,0.883771295399202,SIRA
32857,668.106,233.804967743474,179.500919044706,0.925011277935379,SIRA
33180,670.488,240.9695005044,175.64504019512,0.927479302395598,SIRA
33206,680.423,260.089826620447,163.102719552824,0.901298102464656,SIRA
33318,688.874,257.4648985988,165.036856981345,0.882285619573619,SIRA
33462,689.937,265.469979095227,161.028495086352,0.883370489859226,SIRA
33493,683.487,252.772376134638,169.435039893237,0.900955614800967,SIRA
33540,697.714,257.489143320915,166.55929194694,0.865800928978937,SIRA
33587,672.575,240.377045217882,178.680773575546,0.933038657401802,SIRA
33605,687.194,259.054737806767,165.837150711426,0.894241963516719,SIRA
33634,670.53,242.67496566992,176.839136851768,0.940052172265446,SIRA
33680,683.09,256.203255012625,167.93349377402,0.907039273244055,SIRA
33739,686.903,255.804344142418,168.592638241258,0.898568611774655,SIRA
33885,680.022,245.425399922204,176.316079831342,0.920812969502249,SIRA
34031,691.801,265.571583378211,163.620210350354,0.893556882233344,SIRA
34099,670.159,237.772205312528,183.224930863261,0.954104179153298,SIRA
34112,693.8,258.139904398999,168.696625843775,0.89052979812096,SIRA
34146,789.379,247.660866829277,176.137972977608,0.688618304673347,SIRA
34189,687.252,249.062124695489,174.993659747048,0.909628873911041,SIRA
34238,698.847,255.829223824106,170.86709850867,0.880955641920937,SIRA
34242,682.082,247.619376885157,177.084647634951,0.924902193602769,SIRA
34459,698.401,254.099313784278,173.059909349818,0.88777483240089,SIRA
34593,697.522,259.730093184686,170.162766400328,0.893474724098206,SIRA
34645,702.351,259.16234213153,171.458665058665,0.882555487229054,SIRA
34663,691.502,252.525160575865,175.379706079467,0.910938652223286,SIRA
34668,704.917,268.274533471549,166.900775903936,0.876723572010437,SIRA
34717,700.168,262.5162028824,168.811052595626,0.889912971369261,SIRA
34783,724.442,252.194489054636,175.888535157561,0.8328555018208,SIRA
34825,704.926,264.593648018331,168.285560846329,0.880671477459805,SIRA
34862,702.718,264.018491721193,168.737781260612,0.887156025232949,SIRA
34892,710.337,273.74910854363,163.000446924682,0.868974143822478,SIRA
34894,707.258,264.38417134057,168.960043069016,0.876606897586001,SIRA
34942,701.872,250.916336365585,178.058144274516,0.891336700400931,SIRA
34990,700.748,257.018072993137,174.02150420013,0.895426767124565,SIRA
35077,707.652,261.085217094529,172.992520572378,0.880223238225717,SIRA
35129,703.253,268.44739093801,167.17026734996,0.892590919067484,SIRA
35135,692.108,253.099674945653,176.909642872694,0.921726520427575,SIRA
35152,711.89,265.192519671627,169.688513065257,0.871633912276706,SIRA
35215,711.318,269.117830756195,167.095693137457,0.874600979340235,SIRA
35249,706.381,272.659871816808,165.283572678516,0.887725400078463,SIRA
35291,723.178,276.239696268761,163.161307749205,0.84797571917701,SIRA
35380,697.382,255.58059251408,176.775312380154,0.914168442593454,SIRA
35444,716.279,268.080553372046,169.823997172322,0.868136776958598,SIRA
35468,711.867,273.142958649797,165.972536590486,0.879526323699754,SIRA
35476,711.317,266.850827539629,169.928349241484,0.881085661856681,SIRA
35506,713.086,262.106214926438,173.247827685411,0.877460939286198,SIRA
35561,708.141,259.768348229329,174.810551726904,0.891136740128056,SIRA
35570,710.53,263.260383080541,173.378732002868,0.885378334290012,SIRA
35633,712.676,262.5884816192,173.493725835094,0.881612997481756,SIRA
